PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_ID,X2021_01_20_CORALEGGS_10B_23_PW,X2021_01_20_CORALEGGS_10B_23_NUMPEPSTOT,X2021_01_20_CORALEGGS_10B_23_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT,X2021_01_20_CORALEGGS_10B_23_TOTNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_UNIQNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSADJ,X2021_01_20_CORALEGGS_10B_23_ADJNSAF,X2021_01_20_CORALEGGS_10NB_13_ID,X2021_01_20_CORALEGGS_10NB_13_PW,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSTOT,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT,X2021_01_20_CORALEGGS_10NB_13_TOTNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10NB_13_UNIQNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSADJ,X2021_01_20_CORALEGGS_10NB_13_ADJNSAF,X2021_01_20_CORALEGGS_13B_07_ID,X2021_01_20_CORALEGGS_13B_07_PW,X2021_01_20_CORALEGGS_13B_07_NUMPEPSTOT,X2021_01_20_CORALEGGS_13B_07_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT,X2021_01_20_CORALEGGS_13B_07_TOTNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13B_07_UNIQNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSADJ,X2021_01_20_CORALEGGS_13B_07_ADJNSAF,X2021_01_20_CORALEGGS_13NB_22_ID,X2021_01_20_CORALEGGS_13NB_22_PW,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSTOT,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT,X2021_01_20_CORALEGGS_13NB_22_TOTNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13NB_22_UNIQNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSADJ,X2021_01_20_CORALEGGS_13NB_22_ADJNSAF,X2021_01_20_CORALEGGS_21B_17_ID,X2021_01_20_CORALEGGS_21B_17_PW,X2021_01_20_CORALEGGS_21B_17_NUMPEPSTOT,X2021_01_20_CORALEGGS_21B_17_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT,X2021_01_20_CORALEGGS_21B_17_TOTNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21B_17_UNIQNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSADJ,X2021_01_20_CORALEGGS_21B_17_ADJNSAF,X2021_01_20_CORALEGGS_21NB_09_ID,X2021_01_20_CORALEGGS_21NB_09_PW,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSTOT,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT,X2021_01_20_CORALEGGS_21NB_09_TOTNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21NB_09_UNIQNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSADJ,X2021_01_20_CORALEGGS_21NB_09_ADJNSAF,X2021_01_20_CORALEGGS_26B_21_ID,X2021_01_20_CORALEGGS_26B_21_PW,X2021_01_20_CORALEGGS_26B_21_NUMPEPSTOT,X2021_01_20_CORALEGGS_26B_21_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT,X2021_01_20_CORALEGGS_26B_21_TOTNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26B_21_UNIQNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSADJ,X2021_01_20_CORALEGGS_26B_21_ADJNSAF,X2021_01_20_CORALEGGS_26NB_15_ID,X2021_01_20_CORALEGGS_26NB_15_PW,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSTOT,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT,X2021_01_20_CORALEGGS_26NB_15_TOTNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26NB_15_UNIQNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSADJ,X2021_01_20_CORALEGGS_26NB_15_ADJNSAF,X2021_01_20_CORALEGGS_66B_14_ID,X2021_01_20_CORALEGGS_66B_14_PW,X2021_01_20_CORALEGGS_66B_14_NUMPEPSTOT,X2021_01_20_CORALEGGS_66B_14_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT,X2021_01_20_CORALEGGS_66B_14_TOTNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66B_14_UNIQNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSADJ,X2021_01_20_CORALEGGS_66B_14_ADJNSAF,X2021_01_20_CORALEGGS_66NB_16_ID,X2021_01_20_CORALEGGS_66NB_16_PW,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSTOT,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT,X2021_01_20_CORALEGGS_66NB_16_TOTNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66NB_16_UNIQNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSADJ,X2021_01_20_CORALEGGS_66NB_16_ADJNSAF,X2021_01_20_CORALEGGS_74B_08_ID,X2021_01_20_CORALEGGS_74B_08_PW,X2021_01_20_CORALEGGS_74B_08_NUMPEPSTOT,X2021_01_20_CORALEGGS_74B_08_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT,X2021_01_20_CORALEGGS_74B_08_TOTNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74B_08_UNIQNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSADJ,X2021_01_20_CORALEGGS_74B_08_ADJNSAF,X2021_01_20_CORALEGGS_74NB_20_ID,X2021_01_20_CORALEGGS_74NB_20_PW,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSTOT,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT,X2021_01_20_CORALEGGS_74NB_20_TOTNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74NB_20_UNIQNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSADJ,X2021_01_20_CORALEGGS_74NB_20_ADJNSAF
lcl|c219809_g4_i2|m.6579,216,1,lcl c219809_g4_i2 g.6579  ORF lcl c219809_g4_i2 g.6579 lcl c219809_g4_i2 m.6579 type:complete len:216 (+) lcl c219809_g4_i2:203-850(+),9,1285-a,1,0.9998,0.9998,0.9905,1,0.9905,2,2,12,12,87-a,1,2,2,2,61.2511,2,69.5522,2,66.7333,895-a,0.9551,1,1,1,30.5149,1,34.8357,1,33.5374,664-a,0.9997,2,2,2,62.5522,2,72.9225,2,69.6594,984-a,0.9476,1,1,1,29.7553,1,34.2291,1,32.7732,1925-a,0.3238,1,1,1,29.0183,1,33.051,1,31.8717,717-a,0.9996,2,2,2,56.2489,2,64.3059,2,61.5584,890-a,0.9528,1,1,1,35.5318,1,40.1222,1,38.6859,975-a,0.9205,1,1,1,30.627,1,35.0523,1,33.6869,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1026-a,0.9423,1,1,1,27.8208,1,31.4127,1,30.302,null,0,0,0,0,0,0,0,0,0
lcl|c220166_g5_i1|m.6776,582,1,lcl c220166_g5_i1 g.6776  ORF lcl c220166_g5_i1 g.6776 lcl c220166_g5_i1 m.6776 type:5prime_partial len:582 (+) lcl c220166_g5_i1:2-1747(+),7,1286-a,1,0.9998,0.9998,0.9909,1,0.9909,2,2,10,10,null,0,0,0,0,0,0,0,0,0,1104-a,0.8424,1,1,2,22.6502,2,25.8575,2,24.8937,845-a,0.9956,1,1,1,11.6076,1,13.532,1,12.9265,null,0,0,0,0,0,0,0,0,0,755-a,0.997,1,1,1,10.7697,1,12.2664,1,11.8287,1245-a,0.8127,1,1,1,10.4379,1,11.933,1,11.4232,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,941-a,0.9335,1,1,1,12.2711,1,13.8451,1,13.4209,717-a,0.9999,2,2,2,19.5095,2,22.2708,2,21.3244,null,0,0,0,0,0,0,0,0,0,116-a,1,2,2,2,19.0171,2,21.4992,2,20.6329
lcl|c222730_g7_i1|m.8585,283,1,lcl c222730_g7_i1 g.8585  ORF lcl c222730_g7_i1 g.8585 lcl c222730_g7_i1 m.8585 type:complete len:283 (+) lcl c222730_g7_i1:461-1309(+),5,1288-a,1,0.9998,0.9998,0.999,1,0.999,2,2,6,6,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1080-a,0.9009,1,1,1,22.1482,1,25.2262,1,24.3261,963-a,0.9626,1,1,1,21.466,1,24.5408,1,23.4923,910-a,0.9471,1,1,1,27.1197,1,30.6233,1,29.527,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,986-a,0.9574,1,1,1,21.2342,1,23.9757,1,23.128,155-a,1,2,2,2,39.1095,2,44.2139,2,42.4324
lcl|c222905_g1_i3|m.8695,156,1,lcl c222905_g1_i3 g.8695  ORF lcl c222905_g1_i3 g.8695 lcl c222905_g1_i3 m.8695 type:5prime_partial len:156 (+) lcl c222905_g1_i3:2-469(+),9,1289-a,0.9997,0.9998,0.9998,0.999,1,0.999,2,2,10,10,774-a,0.9949,1,1,1,42.4046,1,48.1515,1,46.2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1964-a,0.2924,1,1,1,41.1997,1,47.3941,1,45.3783,1214-a,0.8186,1,1,1,40.1792,1,45.7629,1,44.1301,811-a,0.9953,1,1,1,38.9416,1,44.5195,1,42.6174,null,0,0,0,0,0,0,0,0,0,895-a,0.9558,1,1,1,42.4066,1,48.5339,1,46.6434,928-a,0.9369,1,1,1,45.7808,1,51.6529,1,50.0703,773-a,0.9997,2,2,2,72.7855,2,83.0871,2,79.5564,855-a,0.9946,1,1,1,38.5211,1,43.4944,1,41.9566,969-a,0.9665,1,1,1,35.4743,1,40.1043,1,38.4884
lcl|c217447_g9_i5|m.5205,1674,1,lcl c217447_g9_i5 g.5205  ORF lcl c217447_g9_i5 g.5205 lcl c217447_g9_i5 m.5205 type:complete len:1674 (+) lcl c217447_g9_i5:154-5175(+),12,129-a,1,1,1,0.999,1,0.999,43,43,254,254,60-a,1,24,24,24,94.8405,24,107.6937,24,103.329,79-a,1,18,18,19,74.8107,19,85.4037,19,82.2207,65-a,1,18,18,18,72.6413,18,84.6842,18,80.8948,77-a,1,18,18,18,69.1092,18,79.4998,18,76.1184,75-a,1,23,23,23,86.1188,23,98.0869,23,94.5871,76-a,1,20,20,20,72.5793,20,82.9753,20,79.4302,58-a,1,21,21,22,100.8644,22,113.8953,22,109.8179,58-a,1,25,25,25,98.7968,25,113.0719,25,108.6675,65-a,1,19,19,19,81.0599,19,91.4572,19,88.6549,87-a,1,24,24,25,84.786,25,96.786,25,92.6733,74-a,1,20,20,20,71.7956,20,81.0649,20,78.1987,87-a,1,20,20,21,69.4228,21,78.4837,21,75.3214
lcl|c223274_g3_i1|m.8990,104,1,lcl c223274_g3_i1 g.8990  ORF lcl c223274_g3_i1 g.8990 lcl c223274_g3_i1 m.8990 type:5prime_partial len:104 (+) lcl c223274_g3_i1:2-313(+),12,1290-a,0.9995,0.9998,0.9998,0.999,1,0.999,2,2,13,13,1020-a,0.8947,1,1,1,63.6069,1,72.2273,1,69.2999,788-a,0.9951,1,1,1,63.3771,1,72.3512,1,69.6546,1332-a,0.6866,1,1,1,64.9581,1,75.7272,1,72.3386,1691-a,0.4312,1,1,1,61.7995,1,71.0912,1,68.0674,1195-a,0.8286,1,1,1,60.2688,1,68.6444,1,66.1951,1053-a,0.9344,1,1,1,58.4124,1,66.7792,1,63.9261,1168-a,0.7779,1,1,1,73.7968,1,83.3307,1,80.3476,886-a,0.9581,1,1,1,63.6099,1,72.8009,1,69.9652,944-a,0.9323,1,1,1,68.6712,1,77.4794,1,75.1054,958-a,0.9693,1,1,1,54.5891,1,62.3153,1,59.6673,761-a,0.9995,2,2,2,115.5632,2,130.4833,2,125.8698,979-a,0.9627,1,1,1,53.2114,1,60.1565,1,57.7326
lcl|c223775_g7_i2|m.9373,242,1,lcl c223775_g7_i2 g.9373  ORF lcl c223775_g7_i2 g.9373 lcl c223775_g7_i2 m.9373 type:complete len:242 (+) lcl c223775_g7_i2:200-925(+),7,1291-a,0.9976,0.9998,0.9998,0.999,1,0.999,2,2,8,8,1223-a,0.6945,1,1,1,27.3352,1,31.0398,1,29.7818,null,0,0,0,0,0,0,0,0,0,868-a,0.9698,1,1,1,27.9159,1,32.5439,1,31.0877,null,0,0,0,0,0,0,0,0,0,1203-a,0.8237,1,1,1,25.9006,1,29.5001,1,28.4475,813-a,0.9953,1,1,1,25.1028,1,28.6985,1,27.4724,null,0,0,0,0,0,0,0,0,0,905-a,0.9514,1,1,1,27.3365,1,31.2863,1,30.0677,null,0,0,0,0,0,0,0,0,0,1115-a,0.9128,1,1,1,23.4598,1,26.7801,1,25.6422,null,0,0,0,0,0,0,0,0,0,837-a,0.9976,2,2,2,45.7354,2,51.7047,2,49.6214
lcl|c225584_g4_i4|m.10748,187,1,lcl c225584_g4_i4 g.10748  ORF lcl c225584_g4_i4 g.10748 lcl c225584_g4_i4 m.10748 type:5prime_partial len:187 (+) lcl c225584_g4_i4:1-561(+),8,1292-a,1,0.9998,0.9998,0.999,1,0.999,2,2,11,11,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,2161-a,0.2177,1,1,1,34.3698,1,39.5373,1,37.8557,897-a,0.9683,1,1,1,33.5185,1,38.1766,1,36.8144,1021-a,0.9464,1,1,1,32.486,1,37.1392,1,35.5525,706-a,0.9964,1,1,2,82.0841,2,92.6887,2,89.3706,768-a,0.9952,1,1,2,70.7533,2,80.9764,2,77.8222,null,0,0,0,0,0,0,0,0,0,1368-a,0.6899,1,1,1,30.3597,1,34.6566,1,33.184,178-a,1,2,2,2,64.2705,2,72.5683,2,70.0025,1328-a,0.6959,1,1,1,29.5935,1,33.456,1,32.108
lcl|c226592_g1_i2|m.11602,1166,1,lcl c226592_g1_i2 g.11602  ORF lcl c226592_g1_i2 g.11602 lcl c226592_g1_i2 m.11602 type:complete len:1166 (+) lcl c226592_g1_i2:74-3571(+),5,1293-a,1,0.9998,0.9998,0.999,1,0.999,2,2,6,6,null,0,0,0,0,0,0,0,0,0,188-a,1,2,2,2,11.3057,2,12.9066,2,12.4255,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1945-a,0.2939,1,1,1,5.21,1,5.9563,1,5.7018,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1060-a,0.9425,1,1,1,4.869,1,5.5581,1,5.322,980-a,0.9589,1,1,1,5.1538,1,5.8192,1,5.6134,891-a,0.9944,1,1,1,4.7461,1,5.3656,1,5.1494
lcl|c231252_g2_i1|m.16075,227,1,lcl c231252_g2_i1 g.16075  ORF lcl c231252_g2_i1 g.16075 lcl c231252_g2_i1 m.16075 type:complete len:227 (+) lcl c231252_g2_i1:256-936(+),8,1296-a,1,0.9998,0.9998,0.9941,1,0.9941,2,2,11,11,940-a,0.9387,1,1,1,29.1415,1,33.0909,1,31.7498,1046-a,0.8788,1,1,1,29.0362,1,33.1477,1,31.9122,null,0,0,0,0,0,0,0,0,0,1007-a,0.9375,1,1,1,28.3134,1,32.5704,1,31.1851,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,638-a,0.9998,2,2,2,58.2858,2,66.7074,2,64.1091,238-a,1,2,2,2,62.9233,2,70.9944,2,68.819,950-a,0.9703,1,1,1,25.01,1,28.5497,1,27.3366,764-a,0.9995,2,2,2,52.9453,2,59.7809,2,57.6672,1091-a,0.9193,1,1,1,24.3788,1,27.5607,1,26.4502
lcl|c231482_g1_i2|m.16304,188,1,lcl c231482_g1_i2 g.16304  ORF lcl c231482_g1_i2 g.16304 lcl c231482_g1_i2 m.16304 type:complete len:188 (+) lcl c231482_g1_i2:32-595(+),3,1297-a,1,0.9998,0.9998,0.999,1,0.999,2,2,4,4,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,243-a,1,2,2,2,64.6264,2,73.8833,2,70.7267,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1213-a,0.8048,1,1,1,31.9643,1,36.0911,1,34.8151,904-a,0.9944,1,1,1,29.4361,1,33.2781,1,31.9372
lcl|c233069_g1_i3|m.18110,369,1,lcl c233069_g1_i3 g.18110  ORF lcl c233069_g1_i3 g.18110 lcl c233069_g1_i3 m.18110 type:5prime_partial len:369 (+) lcl c233069_g1_i3:2-1108(+),4,1299-a,0.9954,0.9998,0.9998,0.999,1,0.999,2,2,4,4,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1964-a,0.2882,1,1,1,16.4631,1,18.8212,1,18.0171,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,811-a,0.9954,1,1,1,19.3545,1,21.837,1,21.1679,1080-a,0.9341,1,1,1,15.3856,1,17.5631,1,16.8168,971-a,0.9609,1,1,1,16.2853,1,18.3879,1,17.7378,null,0,0,0,0,0,0,0,0,0
WP_237217989.1,203,1,sugar transferase [Ruegeria lacuscaerulensis],2,13-a,0.9954,1,1,0.999,1,0.999,2,2,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,773-a,0.9954,1,1,1,30.8766,1,35.1676,1,33.9128,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,734-a,0.9952,1,1,1,32.5883,1,37.297,1,35.8442,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c237420_g3_i1|m.23247,499,1,lcl c237420_g3_i1 g.23247  ORF lcl c237420_g3_i1 g.23247 lcl c237420_g3_i1 m.23247 type:complete len:499 (+) lcl c237420_g3_i1:44-1540(+),10,1302-a,0.9994,0.9998,0.9998,0.999,1,0.999,2,2,11,11,null,0,0,0,0,0,0,0,0,0,1205-a,0.7501,1,1,1,13.2089,1,15.0792,1,14.5172,null,0,0,0,0,0,0,0,0,0,1008-a,0.9371,1,1,1,12.8801,1,14.8166,1,14.1864,726-a,0.9994,2,2,2,25.122,2,28.6133,2,27.5924,858-a,0.9953,1,1,1,12.1741,1,13.9179,1,13.3233,745-a,0.9964,1,1,1,15.3805,1,17.3675,1,16.7458,899-a,0.9545,1,1,1,13.2574,1,15.1729,1,14.5819,1347-a,0.6518,1,1,1,14.3122,1,16.148,1,15.6532,1534-a,0.5576,1,1,1,11.3773,1,12.9876,1,12.4357,1442-a,0.5573,1,1,1,12.0427,1,13.5975,1,13.1167,1182-a,0.8512,1,1,1,11.0902,1,12.5376,1,12.0324
lcl|c237732_g2_i12|m.23671,1173,1,lcl c237732_g2_i12 g.23671  ORF lcl c237732_g2_i12 g.23671 lcl c237732_g2_i12 m.23671 type:complete len:1173 (+) lcl c237732_g2_i12:157-3675(+),10,1303-a,0.9998,0.9998,0.9998,0.999,1,0.999,3,1,14,11,651-a,0.9998,2,1,2,11.279,1,6.4038,2,12.2885,722-a,0.9955,2,2,2,11.2382,2,12.8295,2,12.3514,1138-a,0.8551,1,1,1,5.7593,1,6.7141,1,6.4137,1062-a,0.9137,1,1,1,5.4792,1,6.3031,1,6.035,1289-a,0.7479,1,1,1,5.3435,1,6.0861,1,5.869,860-a,0.9953,1,1,1,5.1789,1,5.9207,1,5.6678,869-a,0.9579,1,1,2,13.0859,2,14.7765,2,14.2475,912-a,0.9496,1,1,1,5.6398,1,6.4546,1,6.2032,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,900-a,0.9946,1,1,2,10.246,2,11.5689,2,11.1598,1217-a,0.8139,1,1,1,4.7178,1,5.3336,1,5.1187
lcl|c240630_g1_i1|m.27515,528,1,lcl c240630_g1_i1 g.27515  ORF lcl c240630_g1_i1 g.27515 lcl c240630_g1_i1 m.27515 type:complete len:528 (+) lcl c240630_g1_i1:229-1812(+),11,1305-a,1,0.9998,0.9998,0.999,1,0.999,2,2,12,12,856-a,0.986,1,1,1,12.5286,1,14.2266,1,13.65,1102-a,0.8431,1,1,1,12.4834,1,14.251,1,13.7198,958-a,0.9441,1,1,1,12.7948,1,14.916,1,14.2485,925-a,0.9636,1,1,1,12.1726,1,14.0028,1,13.4072,844-a,0.9954,1,1,1,11.8711,1,13.5209,1,13.0384,866-a,0.9953,1,1,1,11.5055,1,13.1535,1,12.5915,749-a,0.9964,1,1,1,14.5357,1,16.4136,1,15.826,814-a,0.9952,1,1,1,12.5292,1,14.3396,1,13.781,1010-a,0.8952,1,1,1,13.5261,1,15.2611,1,14.7935,1266-a,0.8079,1,1,1,10.7524,1,12.2742,1,11.7527,375-a,1,2,2,2,22.7625,2,25.7013,2,24.7925,null,0,0,0,0,0,0,0,0,0
A0A1Q9CP09,548,1,G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene34446 PE=4 SV=1,3,1307-a,0.9964,0.9998,0.9998,0.999,1,0.999,2,2,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1882-a,0.3084,1,1,1,12.3278,1,14.3716,1,13.7285,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,762-a,0.9964,1,1,1,14.0052,1,15.8146,1,15.2484,null,0,0,0,0,0,0,0,0,0,850-a,0.9954,1,1,1,13.0325,1,14.7041,1,14.2536,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
A0A1Q9E1Q7,1662,1,Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene15905 PE=4 SV=1,2,1308-a,0.9951,0.9998,0.9998,0.999,1,0.999,2,2,2,2,null,0,0,0,0,0,0,0,0,0,854-a,0.9951,1,1,1,3.9658,1,4.5274,1,4.3586,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,4191-a,0,1,1,1,4.2971,1,4.8483,1,4.6997,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c217573_g1_i1|m.5252,230,1,lcl c217573_g1_i1 g.5252  ORF lcl c217573_g1_i1 g.5252 lcl c217573_g1_i1 m.5252 type:5prime_partial len:230 (+) lcl c217573_g1_i1:1-690(+),10,131-a,1,1,1,0.999,1,0.999,4,4,19,19,61-a,1,4,4,4,115.0456,4,130.6371,4,125.3425,80-a,1,2,2,2,57.3149,2,65.4306,2,62.992,1239-a,0.7661,1,1,1,29.3723,1,34.2419,1,32.7096,1005-a,0.9383,1,1,1,27.9441,1,32.1456,1,30.7783,1576-a,0.5071,1,1,1,27.252,1,31.0392,1,29.9317,896-a,0.9939,2,2,2,52.8251,2,60.3916,2,57.8114,586-a,0.9998,2,2,2,66.7379,2,75.36,2,72.6621,1218-a,0.7351,1,1,1,28.7628,1,32.9187,1,31.6364,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,75-a,1,3,3,3,78.382,3,88.5017,3,85.3726,88-a,1,2,2,2,48.1216,2,54.4024,2,52.2103
A0A1Q9EWT8,271,1,Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4212 PE=4 SV=1,1,1310-a,1,0.9998,0.9998,0.999,1,0.999,2,2,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,370-a,1,2,2,2,48.8224,2,55.8767,2,53.7002,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c211615_g1_i2|m.2471,102,1,lcl c211615_g1_i2 g.2471  ORF lcl c211615_g1_i2 g.2471 lcl c211615_g1_i2 m.2471 type:3prime_partial len:103 (+) lcl c211615_g1_i2:1023-1328(+),4,1311-a,0.9995,0.9998,0.9998,0.9918,1,0.9918,2,2,4,4,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1993-a,0.266,1,1,1,66.2318,1,77.212,1,73.757,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,668-a,0.9995,1,1,1,64.8572,1,74.2284,1,71.337,1764-a,0.3448,1,1,1,70.0176,1,78.9986,1,76.578,null,0,0,0,0,0,0,0,0,0,813-a,0.9963,1,1,1,58.9146,1,66.5209,1,64.1689,null,0,0,0,0,0,0,0,0,0
